cell_name,annotation
239_128-0,Brain
239_129-0,Brain
239_130-0,Brain
239_88-0,Brain
239_89-0,Brain
239_90-0,Brain
239_91-0,Brain
239_92-0,Brain
239_93-0,Brain
239_94-0,Brain
239_95-0,Brain
239_96-0,Brain
239_97-0,Brain
239_98-0,Brain
239_99-0,Brain
240_100-0,Brain
240_101-0,Brain
240_102-0,Brain
240_103-0,Brain
240_104-0,Brain
240_120-0,Brain
240_121-0,Brain
240_122-0,Brain
240_123-0,Brain
240_124-0,Brain
240_125-0,Brain
240_126-0,Brain
240_127-0,Brain
240_128-0,Brain
240_129-0,Brain
240_130-0,Brain
240_89-0,Brain
240_90-0,Brain
240_91-0,Brain
240_92-0,Brain
240_93-0,Brain
240_94-0,Brain
240_95-0,Brain
240_96-0,Brain
240_97-0,Brain
240_98-0,Brain
240_99-0,Brain
241_100-0,Brain
241_101-0,Brain
241_102-0,Brain
241_103-0,Brain
241_118-0,Brain
241_119-0,Brain
241_120-0,Brain
241_121-0,Brain
241_122-0,Brain
241_123-0,Brain
241_124-0,Brain
241_125-0,Brain
241_126-0,Brain
241_127-0,Brain
241_128-0,Brain
241_129-0,Brain
241_89-0,Brain
241_90-0,Brain
241_91-0,Brain
241_92-0,Brain
241_93-0,Brain
241_94-0,Brain
241_95-0,Brain
241_96-0,Brain
241_97-0,Brain
241_98-0,Brain
241_99-0,Brain
242_100-0,Brain
242_101-0,Brain
242_102-0,Brain
242_116-0,Brain
242_117-0,Brain
242_118-0,Brain
242_119-0,Brain
242_120-0,Brain
242_121-0,Brain
242_122-0,Brain
242_123-0,Brain
242_124-0,Brain
242_125-0,Brain
242_126-0,Brain
242_127-0,Brain
242_128-0,Brain
242_129-0,Brain
242_90-0,Brain
242_91-0,Brain
242_92-0,Brain
242_93-0,Brain
242_94-0,Brain
242_95-0,Brain
242_96-0,Brain
242_97-0,Brain
242_98-0,Brain
242_99-0,Brain
243_100-0,Brain
243_101-0,Brain
243_102-0,Brain
243_116-0,Brain
243_117-0,Brain
243_118-0,Brain
243_119-0,Brain
243_120-0,Brain
243_121-0,Brain
243_122-0,Brain
243_123-0,Brain
243_124-0,Brain
243_125-0,Brain
243_126-0,Brain
243_127-0,Brain
243_91-0,Brain
243_93-0,Brain
243_94-0,Brain
243_95-0,Brain
243_96-0,Brain
243_97-0,Brain
243_98-0,Brain
243_99-0,Brain
244_100-0,Brain
244_101-0,Brain
244_102-0,Brain
244_103-0,Brain
244_115-0,Brain
244_116-0,Brain
244_117-0,Brain
244_118-0,Brain
244_119-0,Brain
244_120-0,Brain
244_121-0,Brain
244_122-0,Brain
244_124-0,Brain
244_125-0,Brain
244_126-0,Brain
244_93-0,Brain
244_94-0,Brain
244_95-0,Brain
244_96-0,Brain
244_97-0,Brain
244_98-0,Brain
244_99-0,Brain
245_100-0,Brain
245_101-0,Brain
245_102-0,Brain
245_103-0,Brain
245_104-0,Brain
245_115-0,Brain
245_116-0,Brain
245_117-0,Brain
245_118-0,Brain
245_119-0,Brain
245_120-0,Brain
245_121-0,Brain
245_122-0,Brain
245_124-0,Brain
245_125-0,Brain
245_126-0,Brain
245_127-0,Brain
245_93-0,Brain
245_94-0,Brain
245_95-0,Brain
245_96-0,Brain
245_97-0,Brain
245_98-0,Brain
245_99-0,Brain
246_100-0,Brain
246_101-0,Brain
246_102-0,Brain
246_103-0,Brain
246_104-0,Brain
246_105-0,Brain
246_106-0,Brain
246_107-0,Brain
246_108-0,Brain
246_117-0,Brain
246_118-0,Brain
246_119-0,Brain
246_120-0,Neural crest
246_121-0,Neural crest
246_122-0,Brain
246_96-0,Brain
246_97-0,Brain
246_98-0,Brain
246_99-0,Brain
247_100-0,Brain
247_101-0,Brain
247_102-0,Brain
247_103-0,Brain
247_104-0,Brain
247_105-0,Brain
247_106-0,Brain
247_107-0,Brain
247_108-0,Brain
247_109-0,Brain
247_115-0,Brain
247_116-0,Brain
247_117-0,Brain
247_118-0,Brain
247_119-0,Brain
247_120-0,Brain
247_121-0,Brain
247_122-0,Brain
247_96-0,Brain
247_97-0,Brain
247_98-0,Brain
247_99-0,Brain
248_100-0,Brain
248_101-0,Brain
248_102-0,Brain
248_103-0,Brain
248_104-0,Brain
248_105-0,Brain
248_106-0,Brain
248_107-0,Brain
248_108-0,Brain
248_109-0,Brain
248_110-0,Brain
248_111-0,Brain
248_112-0,Brain
248_113-0,Brain
248_114-0,Brain
248_115-0,Brain
248_116-0,Brain
248_117-0,Brain
248_118-0,Brain
248_119-0,Brain
248_120-0,Brain
248_121-0,Brain
248_122-0,Brain
248_96-0,Brain
248_97-0,Brain
248_98-0,Brain
248_99-0,Brain
249_100-0,Brain
249_101-0,Brain
249_102-0,Brain
249_103-0,Brain
249_104-0,Brain
249_105-0,Brain
249_106-0,Brain
249_107-0,Brain
249_108-0,Brain
249_109-0,Brain
249_110-0,Brain
249_111-0,Brain
249_112-0,Brain
249_113-0,Brain
249_114-0,Brain
249_115-0,Brain
249_116-0,Brain
249_117-0,Brain
249_118-0,Brain
249_119-0,Brain
249_120-0,Brain
249_121-0,Brain
249_122-0,Brain
249_97-0,Brain
249_98-0,Brain
249_99-0,Brain
250_100-0,Brain
250_101-0,Brain
250_102-0,Brain
250_103-0,Brain
250_104-0,Brain
250_105-0,Brain
250_106-0,Brain
250_107-0,Brain
250_108-0,Brain
250_109-0,Brain
250_110-0,Brain
250_111-0,Brain
250_112-0,Brain
250_113-0,Brain
250_114-0,Brain
250_115-0,Brain
250_116-0,Brain
250_117-0,Brain
250_118-0,Brain
250_119-0,Brain
250_120-0,Brain
250_121-0,Brain
250_99-0,Brain
251_100-0,Brain
251_101-0,Brain
251_102-0,Brain
251_103-0,Brain
251_104-0,Brain
251_105-0,Brain
251_106-0,Brain
251_107-0,Brain
251_108-0,Brain
251_109-0,Brain
251_110-0,Brain
251_111-0,Brain
251_112-0,Brain
251_113-0,Brain
251_114-0,Brain
251_115-0,Brain
251_116-0,Brain
251_117-0,Brain
251_118-0,Brain
251_119-0,Brain
252_103-0,Brain
252_104-0,Brain
252_105-0,Brain
252_106-0,Brain
252_107-0,Brain
252_108-0,Brain
252_109-0,Brain
252_110-0,Brain
252_111-0,Brain
252_112-0,Brain
252_113-0,Brain
252_114-0,Brain
252_115-0,Brain
252_116-0,Brain
